review_item_id,titulo_a,texto_revision_a,fecha_iso_a,fuente_a,titulo_b,texto_revision_b,fecha_iso_b,fuente_b
PAIR-0039,Firman acuerdo histórico para desarrollar proyecto de litio Kuska,"NoticiasPor AgustÃn de Vicente , 3 de febrero de 2025 | 23:51
Firman acuerdo histÃ³rico para desarrollar proyecto de litio Kuska
El acuerdo entre Wealth Minerals y CIQO no solo se enfoca en el desarrollo del Proyecto Kuska, sino que tambiÃ©n contempla la posibilidad de explorar otros proyectos en la regiÃ³n que puedan generar sinergias con Kuska.
Wealth Minerals Ltd. y la Comunidad IndÃgena Quechua de OllagÃ¼e (âCIQOâ) han anunciado la firma de un acuerdo histÃ³rico para formar una empresa conjunta (JV) que desarrollarÃ¡ el Proyecto de litio Kuska, ubicado en el Salar de OllagÃ¼e, RegiÃ³n de Antofagasta, Chile. Este acuerdo marca un precedente en la industria minera al integrar activamente a las comunidades indÃgenas en la toma de decisiones y en la gestiÃ³n de proyectos de extracciÃ³n de litio.
Detalles del acuerdo
El acuerdo establece que CIQO poseerÃ¡ una participaciÃ³n del 5% en la JV y tendrÃ¡ derecho a uno de los cinco puestos en el Directorio de la entidad legal chilena que se c",2025-02-03T08:00:00Z,Reporte Minero,Dominga resucita (otra vez) . SEA de Coquimbo califica como «Aprobado» el proyecto minero tras fallo judicial,"Después de años de idas y vueltas, recursos, rechazos, marchas, contramarchas y fallos judiciales, el Servicio de Evaluación Ambiental (SEA) de la Región de Coquimbo volvió a activar el motor de Dominga. Según consta en su plataforma oficial, el organismo dio su visto bueno a la iniciativa minera-portuaria impulsada por la empresa Andes Iron.
Por Joaquín López B.
El visto bueno llega tras una solicitud presentada por la compañía el pasado 14 de marzo de 2025, en la que se exigía cumplir con lo resuelto por el Primer Tribunal Ambiental de Antofagasta. No una, sino dos veces, ese tribunal falló a favor de Dominga, obligando al SEA a pronunciarse en ese mismo tono. Y así lo hizo.
Este nuevo paso —que algunos ven como definitivo y otros como otra vuelta más en la montaña rusa de Dominga— representa un hito dentro de la interminable tramitación ambiental del proyecto. La iniciativa lleva más de una década intentando convertirse en realidad, bajo la promesa de inversión, empleo y desarrollo,",2025-05-07T00:00:00,diariolaregion.cl
PAIR-0040,Vecinos piden anular aprobación ambiental de parque eólico en El Carmen,"Cuatro juntas de vecinos de zonas rurales de El Carmen, que agrupan a más de 200 hogares, interpusieron ante el Servicio de Evaluación Ambiental (SEA) un recurso de invalidación en contra de la resolución de calificación ambiental del proyecto Parque Eólico Los Coihues, que fue aprobado por la Comisión de Evaluación Ambiental de Ñuble en septiembre pasado.
Las juntas de vecinos “Aguas Azules”, “Calle Dávila”, “El Boldo” y “Labraña” solicitan dejar sin efecto la evaluación ambiental del proyecto energético porque, según explicaron, no fueron considerados en las instancias de participación ciudadana a pesar de ser afectados directos por la eventual instalación de tres aerogeneradores, que se emplazarían a menos 500 metros de las viviendas más cercanas.
Los Coihues, de la empresa Hy2Wind SpA, consiste en la construcción y operación de 47 aerogeneradores y una línea de alta tensión de 30,8 kilómetros hasta la subestación Entre Ríos, en Pemuco. Será el segundo parque eólico más grande de la",2025-11-24T08:00:00Z,La Discusión,Vecinos de El Carmen impugnan aprobación de parque eólico,"Un conflicto entre el desarrollo energético y las comunidades marca el inicio del proyecto Parque Eólico Los Coihues en la comuna de El Carmen. Cuatro juntas de vecinos de sectores rurales alegan no haber sido consideradas en el proceso de participación ciudadana, a pesar de ser afectadas directamente. Para revisar los documentos completos del recurso, te invitamos a visitar www.sancarlosonline.cl.
¿Por qué los vecinos recurrieron al SEA?
Cuatro juntas de vecinos de las localidades de Aguas Azules, Calle Dávila, El Boldo y Labraña presentaron ante el Servicio de Evaluación Ambiental (SEA) un recurso de invalidación en contra de la Resolución de Calificación Ambiental (RCA) del proyecto. La medida fue aprobada por la Comisión de Evaluación Ambiental de Ñuble en septiembre de 2024.
Los dirigentes argumentan que, a pesar de que más de 200 hogares se encuentran dentro del área de influencia del proyecto, no fueron incluidos en las instancias de participación ciudadana. Alegan que el estudi",2025-11-25T08:00:00Z,SanCarlosOnline
PAIR-0041,Comunidad de El Melón acusa riesgo de colapso de tranque de relaves y bloquea acceso a mina El Soldado de Anglo American,"La actividad de la mina El Soldado de la multinacional Anglo Americam ha generado una zona de sacrificio ambiental en la comuna de Nogales, en la Región de Valparaíso. Actualmente la comunidad se encuentra preocupada por presuntas grietas en el tranque de relave El Torito pero la empresa indicó que se trataría de un proceso en ejecución para el nuevo diseño del proyecto. Vecinos y vecinas desconfían y se mantienen movilizados exigiendo compensaciones no cumplidas por la transnacional.
Por: Alberto San Martín
""Cansados de los abusos, de los incumplimientos de los acuerdos,de la contaminación,del intervencionismo y riesgo sobre las vidas de los habitantes de El Melón entre otros temas, la comunidad decidió bloquear el acceso a la Mina El Soldado para presionar a Angloamerican a cumplir con los acuerdos y buscar soluciones a los problemas que genera la operación minera en el territorio"" indicaron desde la movilización en El Melón.
En conversación con Resumen, Jorge Ramírez, habitante del ",2022-06-21T07:00:00Z,Resumen.cl,"Chile: Comunidad de Valparaíso denuncia que presa de relaves de mina El Soldado, de Anglo American está en riesgo de colapsar","Chile: Comunidad de Valparaíso denuncia que presa de relaves de mina El Soldado, de Anglo American está en riesgo de colapsar
“Comunidad de El Melón acusa riesgo de colapso de tranque de relaves y bloquea acceso a mina El Soldado de Anglo American” – 22 de junio de 2022
La actividad de la mina El Soldado de la multinacional Anglo Americam ha generado una zona de sacrificio ambiental en la comuna de Nogales, en la Región de Valparaíso. Actualmente la comunidad se encuentra preocupada por presuntas grietas en el tranque de relave El Torito pero la empresa indicó que se trataría de un proceso en ejecución para el nuevo diseño del proyecto. Vecinos y vecinas desconfían y se mantienen movilizados exigiendo compensaciones no cumplidas por la transnacional… “Cansados de los abusos, de los incumplimientos de los acuerdos,de la contaminación, del intervencionismo y riesgo sobre las vidas de los habitantes de El Melón entre otros temas, la comunidad decidió bloquear el acceso a la Mina El Soldad",2022-06-24T15:38:14Z,Business and Human Rights Centre
PAIR-0042,Estrategia Nacional del Litio: Finaliza tercera Consulta IndÃ­gena en la RegiÃ³n de Atacama,"La subsecretaria de Minería, Suina Chahuán, junto al seremi de Atacama, Juan Carlos Peña, encabezaron la actividad de cierre de la Consulta Indígena por el Contrato Especial de Operación de Litio (CEOL) en el Salar de Agua Amarga, en la Región de Atacama.
En la instancia realizada en la comuna de Diego de Almagro, participaron representantes de las comunidades colla Geoxcultuxial, Comuna Diego de Almagro, Chiyagua, Runa Urka y Mártires Jerónimo. El proceso de consulta indígena que se extendió por cinco meses, y que lideró el Ministerio de Minería, permitió alcanzar nueve acuerdos unánimes relacionados con uso del territorio, obligaciones del contratista y retribución a las comunidades.
El salar de Agua Amarga es una de las cinco áreas priorizadas en las cuales se acogió a trámite la solicitud de proceso simplificado para la entrega de CEOL, la cual fue ingresada por Eramet.
La subsecretaria de Minería, Suina Chahuán, destacó que â€œhemos tenido la Â oportunidad de compartir con las com",2025-09-14T07:00:00Z,mch.cl,EXITOSAMENTE CULMINÓ LA TERCERA CONSULTA INDÍGENA ESTRATEGIA NACIONAL DEL LITIO EN EL SALAR DE AGUA AMARGA,"La Subsecretaria de Minería Suina Chahuán, junto al Seremi de Atacama, Juan Carlos Peña, encabezaron la actividad de cierre de la Consulta Indígena por el Contrato Especial de Operación de Litio (Ceol) en el Salar de Agua Amarga, en la Región de Atacama.
En la instancia realizada en la comuna de Diego de Almagro, participaron representantes de las comunidades colla Geoxcultuxial, Comuna Diego de Almagro, Chiyagua, Runa Urka y Mártires Jerónimo. El proceso de consulta indígena que se extendió por cinco meses, y que lideró el Ministerio de Minería, permitió alcanzar nueve acuerdos unánimes relacionados con uso del territorio, obligaciones del contratista y retribución a las comunidades.
El Salar de Agua Amarga es una de las cinco áreas priorizadas en las cuales se acogió a trámite la solicitud de proceso simplificado para la entrega de CEOL, la cual fue ingresada por Eramet.
La Subsecretaria de Minería, Suina Chahuán, destacó que “hemos tenido la oportunidad de compartir con las comunida",2025-09-14T07:00:00Z,Revista Minera Crisol
PAIR-0043,"Intoxicación masiva en un cordón industrial chileno: “Está todo contaminado: suelo, agua y aire”","Intoxicación masiva en un cordón industrial chileno: “Está todo contaminado: suelo, agua y aire”
El Gobierno decreta la alerta sanitaria y no descarta el cierre de la fundición de Codelco en la bahía de Quintero-Puchucanví, en Valparaíso
Más de un centenar de vecinos de la bahía de Quintero-Puchuncaví (Valparaíso) resultaron intoxicados la semana pasada debido a los altos niveles de dióxido de azufre emanados de un cordón industrial levantado hace medio siglo. La mayoría de los afectados fueron niños y se suspendieron las clases en los colegios. Esta es una de las cinco zonas de sacrificio del país, llamada así porque empresas públicas y privadas afectan la salud de los habitantes.
Las autoridades del Gobierno de Gabriel Boric decretaron alerta sanitaria, se comprometieron a realizar un estudio y diagnóstico sobre el impacto de los gases tóxicos en la población, una de las medidas que ordenó la Corte Suprema en un fallo de 2019 -el Instituto Noruego de Calidad del Aire (NILU) realizó u",2022-06-15T07:00:00Z,EL PAÍS,ENAP duplicó el máximo permitido de contaminación atmosférica en 2022 en Quintero y Puchuncaví,"ENAP duplicó el máximo permitido de contaminación atmosférica en 2022 en Quintero y Puchuncaví
La Superintendencia del Medio Ambiente (SMA) inició dos procesos sancionatorios contra ENAP y AES Andes, por no reducir su emisiones contaminantes, según lo aprobado en sus Planes Operacionales para los períodos de Episodios Críticos en la zona de Quintero, Puchuncaví y Concón. La notificación a las empresas se realizó el viernes 21 de abril de este año, pese a que en el caso concreto de ENAP -según indica el decreto publicado en el Diario Oficial respecto al Plan de Prevención y Descontaminación Atmosférica para las comunas de Concón, Quintero y Puchuncaví- la refinería debería haber disminuido el material particulado (MP) que lanza a la atmósfera en marzo del año pasado, que fue cuando venció el plazo para que bajara sus emisiones. Información obtenida por El Mostrador indica que entre enero y diciembre de 2022 ENAP superó en más de 50 % el máximo permitido.
En un par de meses se cumplirán ",2023-04-25T00:00:00,El Mostrador
PAIR-0044,Parque Eólico Malleco genera rechazo en comunidades mapuche que no fueron consideradas en el proyecto,"El pasado 19 de octubre, en la Región de La Araucanía, fue aprobado de forma unánime la construcción e instalación del Parque Eólico Malleco por el Comité de Evaluación Ambiental del SEA (Servicio de Evaluación Ambiental). El proyecto está formado por 77 aerogeneradores que inyectarían al Sistema Interconectado Central 800 GWh/año de energía.
La construcción del parque eólico se realizará en la provincia de Malleco (Región de La Araucanía) a 14,9 km de la comuna de Collipulli, específicamente en las localidades Curaco, Surco y Semillas.
Según los aspectos antropológicos y sociales del Estudio de Impacto Ambiental, las comunidades en proceso de reivindicación territorial son tres: Chequenco, Choif Lafquenche y Ailla Varela.
Sin embargo, esta situación se contrapone a los antecedentes que entrega el werkén de seis comunidades mapuche, José Castro Huenchuleo, quien expresó a El Ciudadano el número total de comunidades existentes en el territorio: “De la comuna de Collipulli son 30 comunid",2016-11-03T07:00:00Z,elciudadano.com,Parque Eólico Malleco genera rechazo en comunidades mapuche que no fueron consideradas en el proyecto,"El pasado 19 de octubre, en la Región de La Araucanía, fue aprobado de forma unánime la construcción e instalación del Parque Eólico Malleco por el Comité de Evaluación Ambiental del SEA (Servicio de Evaluación Ambiental). El proyecto está formado por 77 aerogeneradores que inyectarían al Sistema Interconectado Central 800 GWh/año de energía.
Por Catalina Manque – Fuente: El Ciudadano
La construcción del parque eólico se realizará en la provincia de Malleco (Región de La Araucanía) a 14,9 km de la comuna de Collipulli, específicamente en las localidades Curaco, Surco y Semillas.
Según los aspectos antropológicos y sociales del Estudio de Impacto Ambiental, las comunidades en proceso de reivindicación territorial son tres: Chequenco, Choif Lafquenche y Ailla Varela.
Sin embargo, esta situación se contrapone a los antecedentes que entrega el werkén de seis comunidades mapuche, José Castro Huenchuleo, quien expresó a El Ciudadano el número total de comunidades existentes en el territorio:",2016-11-07T08:00:00Z,Mapuexpress
PAIR-0045,La victoria mapuche y ambientalista contra ENDESA en el lago Neltume,"El lugar es bello y poderoso. A la luz del atardecer, tras una jornada de canícula, las aguas del lago Neltume duplican el cielo. Las aves lanzan sus últimos cantos en el aire transparente. Al fondo, el volcán Mocho-Choshuenco exhibe su monumental presencia y aparente calma. Los turistas menudean en los campings propiedad de algunas familias mapuche. Se oye la nota baja del motor de una lancha surcando el lafken.
En esta tierra habitan muchas historias. Las luchas de los obreros forestales en diversos fundos cordilleranos, en los años 60. La historia del Complejo Forestal y Maderero Panguipulli, creado durante el gobierno de la UP. La represión homicida desatada contra los obreros tras el golpe militar. La resistencia armada contra carabineros y ejército, que se extendió hasta fines de 1973. Luego, la guerrilla que el MIR desarrolló a inicios de los 80, cruelmente diezmada. El desmantelamiento del Complejo y la privatización de sus hectáreas. El fin del poblado de Enco y el traslado de",2016-03-12T00:00:00,elciudadano.com,La victoria mapuche y ambientalista contra ENDESA en el lago Neltume,"La victoria mapuche y ambientalista contra ENDESA en el lago Neltume
Endesa tuvo que echar pie atrás con su proyecto hidroeléctrico que planteaba la construcción de un ducto que extraería agua desde el vecino río Fuy para verterla en el lago, con la consecuente inmersión de un espacio ceremonial. Fuente: El Ciudadano, 12 de marzo de 2016.
El lugar es bello y poderoso. A la luz del atardecer, tras una jornada de canícula, las aguas del lago Neltume duplican el cielo. Las aves lanzan sus últimos cantos en el aire transparente. Al fondo, el volcán Mocho-Choshuenco exhibe su monumental presencia y aparente calma. Los turistas menudean en los campings propiedad de algunas familias mapuche. Se oye la nota baja del motor de una lancha surcando el lafken.
En esta tierra habitan muchas historias. Las luchas de los obreros forestales en diversos fundos cordilleranos, en los años 60. La historia del Complejo Forestal y Maderero Panguipulli, creado durante el gobierno de la UP. La represión homici",2016-03-14T00:00:00,Fundación Terram
PAIR-0046,"Plan de 40 acciones para Concón, Quintero y Puchuncaví","El objetivo de estas acciones –que se presentan a continuación- es abordar de forma integral el problema que ocurre en estos territorios. Con medidas de rápida ejecución, que preparan el camino para la eficacia de medidas de largo plazo, buscamos transitar hacia un modelo más justo en lo social y ambiental, y por eso llamamos a este proceso Transición Socioecológica Justa. Porque para este Gobierno es necesario generar las bases para una transformación de las condiciones actuales de estos territorios, transitando hacia un desarrollo que ponga en el centro el cuidado de las personas y el medioambiente. Para ello, ha sido y será clave el fortalecimiento de los PRAS y el Consejo para la Recuperación Ambiental y Social (CRAS), con una ruta de trabajo que será de largo aliento, pero que requiere de acciones inmediatas que pavimenten este camino.
A continuación, destacamos las siguientes 40 acciones para Concón, Quintero y Puchuncaví, en que participan los Ministerios que conforman el Comité",2023-05-26T07:00:00Z,MMA – Ministerio del Medio Ambiente,Autoridades participan del cierre de Fundición Ventanas,"Autoridades participan del cierre de Fundición Ventanas: Conozca el plan de 40 acciones que impulsa el Gobierno para Concón, Quintero y Puchuncaví
El cierre de esta plan es una noticia muy esperada por la comunidad, ya que disminuirá sustantivamente las emisiones de dióxido de azufre (SO2) y, con ello, una fuente importante de contaminación.
Con la presencia de la ministra de Minería, Marcela Hernando, la titular de Medio Ambiente, Maisa Rojas, el Presidente del Directorio de Codelco, Máximo Pacheco, además de representantes de los sindicatos de trabajadores, se dio la instrucción de apagado de quemador del Convertidor Teniente, con lo que se concreta el cierre definitivo de la Fundición Codelco Ventanas.
Se trata de una medida sumamente esperada por los vecinos de Concón, Quintero y Puchuncaví, ya que con ello se pone fin a una fundición que aportaba el 54% de las emisiones anuales de dióxido de azufre, un componente dañino para la salud de las personas.
Las autoridades destacaron que",2023-05-31T07:00:00Z,www.gob.cl
PAIR-0047,Proyecto fotovoltaico por más de US$300 millones es ingresado al SEIA,"La empresa Los Carpinteros Solar SpA ingresó recientemente al Sistema de Evaluación de Impacto Ambiental (SEIA) el Estudio de Impacto Ambiental (EIA) correspondiente al proyecto «Parque Fotovoltaico Rinconada Solar», iniciativa energética que actualmente se encuentra en la fase de admisión. El proyecto se emplazará en las comunas de Maipú y Pudahuel, en la Región Metropolitana, aproximadamente a 3,4 kilómetros del límite urbano de Maipú.
La propuesta incluye, en primer lugar, construir y operar una planta de generación eléctrica con tecnología solar fotovoltaica, junto a una subestación elevadora de 33/220 kV. Además, contempla un sistema de almacenamiento tipo BESS (Battery Energy Storage System) y una Línea de Evacuación de Alta Tensión (LEAT) de 220 kV, con tramos aéreos y soterrados.
Cabe mencionar que el parque solar considera la instalación de 385.336 módulos bifaciales monocristalinos de 660 W cada uno, distribuidos en una superficie de aproximadamente 272 hectáreas y montados s",2025-08-04T07:00:00Z,revistaei.cl,Ingresan a evaluación ambiental proyecto fotovoltaico de US$ 350 millones entre Maipú y Pudahuel,"El proyecto “Parque Fotovoltaico Rinconada Solar”, presentado por Los Carpinteros Solar SpA, contempla 385 mil paneles solares, almacenamiento en baterías y una línea de transmisión de 7,5 km. Se estima una vida útil de 35 años y hasta 400 empleos durante la construcción.
El Servicio de Evaluación Ambiental (SEA) informó el ingreso del proyecto “Parque Fotovoltaico Rinconada Solar” a tramitación mediante un Estudio de Impacto Ambiental (EIA) el 1 de agosto de 2025.
¿Iniciativa chilena o española?
La iniciativa, presentada por la empresa Los Carpinteros Solar SpA —vinculada por el medio Ex-Ante al grupo español Zelestra, controlado por el fondo sueco EQT— busca instalar un parque solar (paneles solares para generar electricidad a partir de la energía del sol) entre las comunas de Maipú y Pudahuel, a cerca de 3,4 kilómetros del límite urbano de Maipú, en la Región Metropolitana.
«Zelestra, originalmente fundada en 2005 bajo el nombre de Solarpack, tiene su sede en Vizcaya, España, y desd",2025-08-07T07:00:00Z,Diario La Batalla de Maipú
PAIR-0048,"Primer Tribunal Ambiental aprueba conciliación en la demanda por daño ambiental en contra de Minera Escondida Limitada, Albemarle Limitada y de Compañía Minera Zaldívar SpA.","El Primer Tribunal Ambiental de Antofagasta, mediante resolución judicial dictada este lunes 16 de diciembre de 2024, aprobó el acuerdo de transacción logrado por el Consejo de Defensa del Estado y la Comunidad Indígena Atacameña de Peine, conjuntamente con Minera Escondida Limitada (MEL), Albemarle Limitada (ALB) y Compañía Minera Zaldívar SpA (CMZ), en el marco de la demanda de reparación por el daño ambiental experimentado en el acuífero de Monturaqui – Negrillar y Tilopozo, ubicado en la comuna San Pedro de Atacama, Región de Antofagasta, como también en las vegas de Tilopozo y los sistemas de vida y costumbre de la Comunidad de Peine.
La conciliación a la que llegaron las tres empresas y los demandantes contempla 14 medidas que deberán ser ejecutadas en su mayoría por MEL, ALB y CMZ – excepto la M6 que considera una mesa de gobernanza entre la Comunidad de Peine, MEL, ALB, CMZ y el Consejo de Pueblos Atacameños- con acciones que alcanzan los 47 millones de dólares.
Acuerdo
En fall",2024-12-17T08:00:00Z,Primer Tribunal Ambiental,Primer Tribunal Ambiental aprueba acuerdo por daño ambiental en contra de empresas mineras,"Chile
El acuerdo considera medidas de mitigación, compensación y gestión ambiental, las cuales sumadas están diseñadas para el diagnóstico, restauración y compensación de los sistemas vegetacionales afectados.
miércoles 18 de diciembre del 2024.- El Primer Tribunal Ambiental de Antofagasta aprobó el acuerdo de transacción logrado por el Consejo de Defensa del Estado y la Comunidad Indígena Atacameña de Peine, conjuntamente con Minera Escondida Limitada (MEL), Albemarle Limitada (ALB) y Compañía Minera Zaldívar SpA (CMZ), en el marco de la demanda de reparación por el daño ambiental experimentado en el acuífero de Monturaqui – Negrillar y Tilopozo, ubicado en la comuna San Pedro de Atacama, Región de Antofagasta, como también en las vegas de Tilopozo y los sistemas de vida y costumbre de la Comunidad de Peine.
La conciliación a la que llegaron las tres empresas y los demandantes contempla 14 medidas que deberán ser ejecutadas en su mayoría por MEL, ALB y CMZ – excepto la M6 que consider",2024-12-19T00:00:00,Portal Minero
PAIR-0049,Segundo Tribunal Ambiental aprueba inédita conciliación entre vecinos de Litueche y Statkraft por ejecución de tres proyectos eólicos en la zona,"Acuerdo adquiere especial relevancia ya que incorpora, además, aspectos sociales en pro de la salud y el desarrollo de las comunidades vinculadas, dando término efectivo al conflicto socioambiental planteado, constituyéndose en un modelo a seguir para resolver estas controversias.
El Segundo Tribunal Ambiental aprobó la conciliación alcanzada entre un grupo de vecinos de la comuna de Litueche y la empresa de Statkraft, mediante la cual se acordó, entre otras cosas, que los proyectos de optimización de los parques eólicos Cardonal, Los Cerrillos y Manantiales, así como todas las modificaciones realizadas a las Declaraciones de Impacto Ambientales (DIA) originales, ingresarán al Sistema de Evaluación de Impacto Ambiental (SEIA).
Esta conciliación, no solo es la segunda alcanzada por esta judicatura especializada en el ámbito de las reclamaciones de legalidad interpuestas en contra de actos de la Administración, en sus 12 años de existencia, sino que se levanta como un hito en la materia,",2024-12-13T00:00:00,G5noticias,Acuerdo atiende íntegramente el conflicto socioambiental: Tribunal aprueba inédita conciliación entre vecinos de Litueche y Statkraft por ejecución de tres proyectos eólicos en la zona | Tribunal Ambiental,"El Segundo Tribunal Ambiental aprobó la conciliación alcanzada entre un grupo de vecinos de la comuna de Litueche y la empresa de Statkraft, mediante la cual se acordó, entre otras cosas, que los proyectos de optimización de los parques eólicos Cardonal, Los Cerrillos y Manantiales, así como todas las modificaciones realizadas a las Declaraciones de Impacto Ambientales (DIA) originales, ingresarán al Sistema de Evaluación de Impacto Ambiental (SEIA).
Esta conciliación, no solo es la segunda alcanzada por esta judicatura especializada en el ámbito de las reclamaciones de legalidad interpuestas en contra de actos de la Administración, en sus 12 años de existencia, sino que se levanta como un hito en la materia, toda vez que también incorpora acciones dirigidas a apoyar el desarrollo de las comunidades vinculadas, dando término efectivo al conflicto socioambiental planteado.
Es importante destacar que el proceso de conciliación fue abierto por el Tribunal a petición de la empresa y los ve",2024-12-13T08:00:00Z,Tribunal Ambiental |
PAIR-0050,Drama ambiental en Quintero: todas las miradas apuntan a ENAP y empresa se defiende,"Drama ambiental en Quintero: todas las miradas apuntan a ENAP y empresa se defiende
Avalado por el Gobierno, el intendente aseguró que la autoridad cuenta con “evidencias concretas” contra la compañía. Sin embargo, la empresa emitió una declaración pública en la que señala que “todas las investigaciones que hemos realizado muestran que ENAP no es responsable de estos lamentables sucesos”. La jornada de este viernes ha sido agitada en Quintero, con fuertes protestas ciudadanas. Manifestantes cortaron la ruta que conecta con Ventanas y atacaron oficinas de Gasmar y Codelco. Senador Girardi, por su parte, recordó el «lobby y las presiones» de la cuprífera estatal [ACTUALIZADA]
La Empresa Nacional del Petróleo (ENAP) está en el ojo del huracán a raíz de los graves episodios de contaminación registrados en la zona de Quintero y Puchuncaví que se encuentra bajo alerta amarilla. El Gobierno y la Intendencia de Valparaíso han apuntado sus dardos contra la compañía y le ordenó suspender sus fae",2018-08-24T00:00:00,El Mostrador,Eventual cierre de Fundición Ventanas invisibiliza crisis medioambiental en Quintero,"Eventual cierre de Fundición Ventanas invisibiliza crisis medioambiental en Quintero
Escrito por Rodrigo Gallardo Olivares el octubre 16, 2019
Tras nuevas exigencias ambientales, Codelco anunció un posible cierre de la fundición Ventanas en Quintero debido a la falta de sustentabilidad económica de la empresa, sin embargo, dejó de lado la contaminación ambiental que genera en la llamada «Zona de Sacrificio».
Frases como “instalaciones poco competitivas” y “costos inviables” se podían leer en el comunicado publicado este lunes por Codelco, el cual manifestaba la intención de cierre de la Fundición Ventanas. Sin embargo, en ningún momento se mencionó la grave crisis medioambiental que afecta a Quintero como uno de los motivos de su posible cierre.
Esta invisibilización fue cuestionada por organizaciones socioambientales, entre ellas la Defensoria Ambiental, cuya directora ejecutiva, Alejandra Donoso, lo califica como un claro manifiesto de los verdaderos intereses de la corporación.
«Me ",2019-10-16T07:00:00Z,Radio JGM
PAIR-0051,Pescadores artesanales resisten en la bahía de Quintero mientras las autoridades y las grandes empresas guardan silencio cómplice,"Title: Pescadores artesanales resisten en la bahía de Quintero mientras las autoridades y las grandes empresas guardan silencio cómplice

URL Source: https://www.laizquierdadiario.cl/Pescadores-artesanales-resisten-en-la-bahia-de-Quintero-mientras-las-autoridades-y-las-grandes

Published Time: 2021-12-11T08:52:30-03:00

Markdown Content:
Mundo Obrero. Pescadores artesanales resisten en la bahía de Quintero mientras las autoridades y las grandes empresas guardan silencio cómplice
===============

[×](javascript:void(0))

[×](javascript:void(0))

*   [Argentina](https://www.laizquierdadiario.com/spip.php?page=sommaire)
*   [México](https://www.laizquierdadiario.mx/)
*   [Brasil](https://esquerdadiario.com.br/)
*   [Uruguay](https://www.laizquierdadiario.com.uy/Uruguay)
*   [Venezuela](https://www.laizquierdadiario.com.ve/Venezuela)
*   [Bolivia](https://www.laizquierdadiario.com.bo/Bolivia)
*   [Estado Español](https://www.izquierdadiario.es/ES)
*   [Francia](https://www.revolutionperman",2021-12-11T08:00:00Z,LaIzquierdaDiario.cl,Quintero al límite: Manifestantes exigen medidas drásticas para combatir la contaminación industrial,"Title: Quintero al límite: Manifestantes exigen medidas drásticas para combatir la contaminación industrial

URL Source: https://www.laizquierdadiario.cl/Quintero-al-limite-Manifestantes-exigen-medidas-drasticas-para-combatir-la-contaminacion-industrial

Published Time: 2023-06-01T08:28:19-03:00

Markdown Content:
Zonas de sacrificio.Quintero al límite: Manifestantes exigen medidas drásticas para combatir la contaminación industrial
===============

[×](javascript:void(0))

[×](javascript:void(0))

*   [Argentina](https://www.laizquierdadiario.com/spip.php?page=sommaire)
*   [México](https://www.laizquierdadiario.mx/)
*   [Brasil](https://esquerdadiario.com.br/)
*   [Uruguay](https://www.laizquierdadiario.com.uy/Uruguay)
*   [Venezuela](https://www.laizquierdadiario.com.ve/Venezuela)
*   [Bolivia](https://www.laizquierdadiario.com.bo/Bolivia)
*   [Estado Español](https://www.izquierdadiario.es/ES)
*   [Francia](https://www.revolutionpermanente.fr/)
*   [EEUU](https://www.leftvoice.org/",2023-06-01T11:32:11Z,LaIzquierdaDiario.cl
PAIR-0052,Codelco aplica “suspensión voluntaria” de faenas en Ventanas tras episodio de contaminación en Quintero y Puchuncaví,"Codelco aplica “suspensión voluntaria” de faenas en Ventanas tras episodio de contaminación en Quintero y Puchuncaví
La suspensión se vincula a las medidas ordenadas por la Superintendencia del Medio Ambiente ante la detección de emisiones de dióxido de azufre sobre la norma en las mediciones en la llamada zona de sacrificio ambiental y busca ""asegurar la correcta implementación de las medidas"". Empresa descarta vinculación con concentraciones de SO2 detectadas y llama a que se aclare lo ocurrido.
Codelco informó este miércoles que mantendrá una “suspensión voluntaria” de sus faenas en la planta de la División Ventanas, en la Región de Valparaíso, tras el episodio de contaminación que se detectó la madrugada del lunes 6 de junio y que motivó la suspensión de clases por 48 horas en Quintero y Puchuncaví.
Esa jornada, más de 50 alumnos y 25 funcionarios de educación, de distintos establecimientos de Quintero, presentaron síntomas de intoxicación.
Ayer, la Superintendencia del Medio Ambie",2022-06-08T07:00:00Z,La Tercera,"ENAP Concón, un nuevo flanco medioambiental en la V región","La fecha es inamovible. El 31 de julio la refinería Aconcagua de Enap en Concón deberá tomar una difícil decisión: arriesgarse a millonarias multas o paralizar parte importante de su operación.
Ese día la empresa alcanzará el límite de las emisiones permitidas en un año, según el Plan de Prevención y Descontaminación Atmosférica de las comunas de Quintero, Concón y Puchuncaví (PPDA) del Ministerio del Medio Ambiente.
Por lo mismo, fuentes del directorio que han visto el tema plantean que la empresa tiene claro que debe cumplir las normas ambientales: después de lo ocurrido con Codelco en Ventanas, no pueden darse el lujo de contaminar más que lo que establece la norma y menos considerando los graves daños que la contaminación de la denominada zona de sacrificio, ha generado en sus habitantes.
Pero al mismo tiempo, en la empresa saben que no pueden poner en riesgo el suministro de combustible en la Región de Valparaíso y Metropolitana, que son las que principalmente abastecen.
Por lo mi",2022-06-25T00:00:00,Diario Financiero
