doc_id,fecha_iso,proyecto_instalacion,territorio,territorio_tipo,organizacion,organizacion_demandante_tipo,organizacion_demandada_tipo,procedimiento,procedimiento_familia,evento_fase,macrohilo_id,subhilo_primario,abstuvo,subhilo_secundario,subhilo_secundario_evidencia,multiasignado
5684,2024-10-04,proyecto de amoniaco verde,estancia san gregorio,locality,consejo de monumentos nacionales (cmn);hnh energy proyecto de amoniaco verde,institucion estatal,empresa|proyecto,oposicion institucional,otro,otro::2024-10,H0003,proyecto de amoniaco verde,False,,[],False
5686,2024-09-24,hnh energy,estancia san gregorio,locality,"consejo de monumentos nacionales, alfonso campos (propietario estancia san gregorio);hnh energy",Institución estatal y actor privado,Proyecto y empresa,rechazo institucional y oposicion territorial,otro,otro::2024-09,H0003,hnh energy,False,,[],False
5690,2023-12-31,hnh energy,san gregorio,locality,hnh energy;proyecto de hidrogeno y amoniaco verde hnh energy,empresa,proyecto,evaluacion de impacto ambiental,otro,otro::2023-12,H0003,hnh energy,False,,[],False
5691,2026-02-02,hif global parque eolico faro del sur,cabo negro,locality,comision de evaluacion ambiental de magallanes;hif global,empresa,institucion estatal,aprobacion ambiental,administrativo_autorizatorio,administrativo_autorizatorio::2026-02,H0003,hif global parque eolico faro del sur,False,,[],False
5692,2026-02-03,parque eolico faro del sur,cabo negro,locality,hif parque eolico faro del sur;organismos de la administracion del estado con competencia ambiental (oaecas) ciudadania,organismo estatal|ciudadania,empresa|proyecto,aprobacion ambiental con observaciones,administrativo_autorizatorio,administrativo_autorizatorio::2026-02,H0003,parque eolico faro del sur,False,,[],False
5694,2026-01-22,parque eolico faro del sur,region de magallanes,region,hif;servicio de evaluacion ambiental (sea),empresa,institución estatal,evaluacion ambiental favorable,otro,otro::2026-01,H0003,parque eolico faro del sur,False,,[],False
5698,2025-06-17,parque eolico faro del sur,estancia tehuel aike,other,"panel ciudadano sobre hidrogeno en magallanes;parque eolico faro del sur, hif chile, enel green power",Organización comunitaria,Proyecto y empresas,participacion ciudadana (pac),participativo,participativo::2025-06,H0003,parque eolico faro del sur,False,,[],False
5699,2026-02-02,faro del sur,cabo negro,locality,comision de evaluacion ambiental de la region de magallanes;hif global,institución estatal,empresa,aprobacion ambiental,administrativo_autorizatorio,administrativo_autorizatorio::2026-02,H0003,faro del sur,False,,[],False
5700,2026-01-23,faro del sur,magallanes,region,parque eolico para e-fuels;sea (servicio de evaluacion ambiental),institución estatal,proyecto,evaluacion ambiental,otro,otro::2026-01,H0003,faro del sur,False,,[],False
5701,2025-06-05,parque eolico faro del sur,punta arenas,commune,eolica faro del sur spa;servicio de evaluacion ambiental (sea) de la region de magallanes y la antartica chilena,Institución estatal,Empresa,participacion ciudadana (pac),participativo,participativo::2025-06,H0003,parque eolico faro del sur,False,,[],False
5702,2026-02-03,parque eolico faro del sur,region de magallanes,region,comision de evaluacion ambiental;hif,empresa,institución estatal,aprobacion ambiental,administrativo_autorizatorio,administrativo_autorizatorio::2026-02,H0003,parque eolico faro del sur,False,,[],False
5707,2024-07-25,planta cabo negro,cabo negro,locality,hif global;servicio de evaluacion ambiental (sea),Empresa,Institución estatal,ingreso a evaluacion ambiental,otro,otro::2024-07,H0003,planta cabo negro,False,,[],False
5708,2023-12-14,parque eolico faro del sur,punta arenas,commune,hif chile;servicio de evaluacion ambiental (sea),Empresa,Institución estatal,ingreso a tramitacion ambiental,otro,otro::2023-12,H0003,parque eolico faro del sur,False,,[],False
5710,2024-04-01,parque eolico faro del sur,punta arenas,locality,"52 personas de la sociedad civil;parque eolico faro del sur, hif global, enel green power",Ciudadanía,Proyecto y empresas,observaciones ciudadanas,otro,otro::2024-04,H0003,parque eolico faro del sur,False,,[],False
5711,2023-10-11,cabo negro,cabo negro,industrial_facility,hif global;servicio de evaluacion ambiental (sea),empresa,institucion estatal,tramitacion ambiental,otro,otro::2023-10,H0003,cabo negro,False,,[],False
5712,2023-12-15,parque eolico faro del sur,cabo negro,locality,hif chile y enel green power;servicio de evaluacion ambiental (sea),Empresa,Institución estatal,reingreso para evaluacion ambiental,otro,otro::2023-12,H0003,parque eolico faro del sur,False,,[],False
5714,2024-02-23,planta cabo negro,cabo negro,locality,hif chile;servicio de evaluacion ambiental (sea),Empresa,Institución estatal,solicitud de extension de plazo en evaluacion ambiental,otro,otro::2024-02,H0003,planta cabo negro,False,,[],False
5716,2023-10-09,planta cabo negro,cabo negro,locality,hif global;servicio de evaluacion ambiental (sea),empresa,institucion estatal,ingreso a evaluacion ambiental,otro,otro::2023-10,H0003,planta cabo negro,False,,[],False
5718,2023-10-06,planta de combustibles carbono neutral,cabo negro,locality,hif global;servicio de evaluacion medio ambiental (sea),Empresa,Institución estatal,ingreso a sea,otro,otro::2023-10,H0003,planta de combustibles carbono neutral,False,,[],False
5720,2022-10-09,parque eolico faro del sur,magallanes,region,"eolica faro del sur s.p.a, parque eolico faro del sur;ong fima, instituciones y centros de investigacion de magallanes",ONG|Instituciones|Centros de investigación|Comunidades,Empresa|Proyecto,retiro de evaluacion ambiental,otro,otro::2022-10,H0003,parque eolico faro del sur,False,,[],False
5742,2025-09-23,h2 magallanes,region de magallanes y de la antartica chilena,region,servicio de evaluacion ambiental (sea) de la region de magallanes y la antartica chilena;totalenergies,Empresa,Institución estatal,solicitud de suspension de tramite ambiental,otro,otro::2025-09,H0003,h2 magallanes,False,,[],False
5743,2025-08-27,h2 magallanes,magallanes,region,ley de fomento al hidrogeno verde;totalenergies h2,empresa,politica publica,declaracion publica,manifestacion_publica,manifestacion_publica::2025-08,H0003,h2 magallanes,False,,[],False
5848,2025-02-17,hnh energy,san gregorio,locality,"habitantes de san gregorio, cientificos, panel ciudadano h2 magallanes;hnh energy",Comunidad y organizaciones,Empresa y proyecto,observaciones ciudadanas y alerta cientifica,otro,otro::2025-02,H0003,hnh energy,False,,[],False
5881,2025-08-23,h2 magallanes,san gregorio,locality,"conaf, consejo de monumentos nacionales, municipalidad de san gregorio;tec h2 mag spa, h2 magallanes",Servicios públicos y Municipalidad,Empresa y Proyecto,observaciones ciudadanas y de servicios publicos,otro,otro::2025-08,H0003,h2 magallanes,False,,[],False
5882,2025-08-23,h2 magallanes,san gregorio,commune,h2 magallanes;panel ciudadano de hidrogeno verde de magallanes y 94 personas,ciudadanía,proyecto,observaciones ciudadanas,otro,otro::2025-08,H0003,h2 magallanes,False,,[],False
5887,2025-05-06,h2 magallanes,san gregorio,commune,sistema de evaluacion de impacto ambiental (seia);totalenergies h2,Empresa,Institución estatal,ingreso a seia,otro,otro::2025-05,H0003,h2 magallanes,False,,[],False
5895,2024-10-13,proyecto integral para la produccion y exportacion de amoniaco verde–hnh energy,estancia san gregorio,company_facility,alfonso campos gonzalez;hnh energy,Comunidad/Propietario,Empresa/Proyecto,oposicion y rechazo,otro,otro::2024-10,H0003,proyecto integral para la produccion y exportacion de amoniaco verde–hnh energy,False,,[],False
906,2025-02-07,hnh energy,san gregorio,locality,"comunidades de san gregorio, alfonso campos, expertos en aves (ivo tejeda, ricardo matus, diego luna quevedo), catalina velasco, gabriela simonetti (panel ciudadano h2 magallanes);hnh energy, gobierno de gabriel boric, servicio de evaluacion ambiental (sea)",Comunidades locales y expertos,Empresa y Estado,observaciones ciudadanas y criticas de expertos,otro,otro::2025-02,H0003,hnh energy,False,,[],False
11687,2022-10-01,bocamina ii,coronel,commune,enel;municipalidad de coronel,municipio,empresa,reclamacion formal,administrativo_general,administrativo_general::2022-10,H0004,bocamina ii,False,,[],False
11695,2021-09-13,centrales bocamina 1 y 2,coronel,commune,seremi de salud de la region del biobio;vecinos de coronel,vecinos/comunidad,autoridad sanitaria,recurso de proteccion,judicial,judicial::2021-09,H0004,centrales bocamina 1 y 2,False,,[],False
11706,2019-10-18,central bocamina,coronel,commune,endesa (actual enel);tribunal ambiental de valdivia,tribunal ambiental,empresa,recurso judicial,judicial,judicial::2019-10,H0004,central bocamina,False,,[],False
11715,2020-12-31,bocamina i,coronel,commune,ciudadania de coronel;enel chile/gobierno de chile,comunidad/localidad,empresa/estado,desconexion anticipada por presion social,otro,otro::2020-12,H0004,bocamina i,False,,[],False
19161,2020-12-09,bocamina,coronel,commune,seremi de salud;sindicato ima y sindicato ika de bocamina,sindicato,autoridad,reclamacion,administrativo_general,administrativo_general::2020-12,H0004,bocamina,False,,[],False
22364,2020-12-29,bocamina i,coronel,commune,"dirigentes de coronel, agrupacion de ninos con metales pesados, villa el esfuerzo;enel generacion",comunidad,empresa,reclamacion formal,administrativo_general,administrativo_general::2020-12,H0004,bocamina i,False,,[],False
22366,2018-12-21,central bocamina,coronel,commune,"252 trabajadores;akeron, enel (ex endesa), mutual de seguridad",trabajadores,empresa/contratista/institución,demanda,judicial,judicial::2018-12,H0004,central bocamina,False,,[],False
22369,2019-10-14,bocamina 1,bocamina,thermoelectric,enel;trabajadores unidos contra el asbesto (tucas),trabajadores,empresa,denuncia,administrativo_general,administrativo_general::2019-10,H0004,bocamina 1,False,,[],False
22403,2025-10-06,bocamina ii,coronel,commune,agrupacion de ninos y adultos con metales pesados en coronel;enel generacion chile,comunidad,empresa,declaracion publica de preocupacion,manifestacion_publica,manifestacion_publica::2025-10,H0004,bocamina ii,False,,[],False
22437,2020-05-29,vertedero de cenizas de enel,coronel,commune,enel;municipalidad de coronel,municipio,empresa,reclamacion formal,administrativo_general,administrativo_general::2020-05,H0004,vertedero de cenizas de enel,False,,[],False
2263,2020-12-28,bocamina 1,coronel,locality,autoridades locales de coronel;enel bocamina 1,autoridad local,empresa|proyecto,reunion de autoridades,otro,otro::2020-12,H0004,bocamina 1,False,,[],False
2265,2020-12-31,central termoelectrica bocamina 1,coronel,locality,enel generacion;gobierno,estado,empresa,cierre de operacion,otro,otro::2020-12,H0004,central termoelectrica bocamina 1,False,,[],False
2304,2019-01-03,bocamina i y ii,coronel,commune,900 personas y organizaciones de lota y coronel;central termoelectrica bocamina (endesa/enel),Comunidades y organizaciones,Empresa y proyecto,demanda judicial y recurso de proteccion,judicial,judicial::2019-01,H0004,bocamina i y ii,False,,[],False
2434,2021-02-19,central bocamina,coronel,commune,enel (central bocamina);once familias,comunidad,empresa,denuncia formal,administrativo_general,administrativo_general::2021-02,H0004,central bocamina,False,,[],False
2484,2022-09-30,cierre bocamina i y ii,coronel,commune,centrales a carbon bocamina i y ii;enel chile,Empresa,Proyecto / Infraestructura,cierre de centrales,otro,otro::2022-09,H0004,cierre bocamina i y ii,False,,[],False
2494,2020-05-31,centrales bocamina 1 y 2,coronel,commune,centrales a carbon bocamina 1 y 2;enel chile,empresa,proyecto,cierre de proyecto,otro,otro::2020-05,H0004,centrales bocamina 1 y 2,False,,[],False
2495,2022-09-30,bocamina ii,coronel,commune,central termoelectrica bocamina ii;comunidad de coronel,Comunidad,Proyecto,cierre de central,otro,otro::2022-09,H0004,bocamina ii,False,,[],False
2501,2020-05-27,central bocamina,coronel,commune,central bocamina comision nacional de energia (cne);enel generacion chile,empresa,proyecto|institucion estatal,cierre de central,otro,otro::2020-05,H0004,central bocamina,False,,[],False
2503,2022-09-30,bocamina ii,coronel,locality,"bocamina ii, enel;pescadores artesanales de coronel, sindicato bocamina ika, vecinos de la colonia",comunidad|sindicato|organización social,empresa|proyecto,protesta denuncia recurso judicial,judicial,judicial::2022-09,H0004,bocamina ii,False,,[],False
2508,2021-07-07,central bocamina,coronel,commune,central bocamina;enel generacion chile,Empresa,Proyecto de Central a Carbón,cierre y reconversion de central a carbon,otro,otro::2021-07,H0004,central bocamina,False,,[],False
2509,2022-04-28,bocamina ii,coronel,locality,enel green power;sindicato de la empresa contratista ima,sindicato de trabajadores,empresa,paro/huelga y toma de planta,manifestacion_publica,manifestacion_publica::2022-04,H0004,bocamina ii,False,,[],False
2519,2020-12-31,bocamina i,coronel,locality,enel chile;ministerio de economia,Estado de Chile,Empresa,cierre de planta,otro,otro::2020-12,H0004,bocamina i,False,,[],False
2623,2019-04-26,central termoelectrica bocamina,coronel,commune,enel;municipalidad de coronel,institucion estatal,empresa,cierre municipal,otro,otro::2019-04,H0004,central termoelectrica bocamina,False,,[],False
2624,2019-05-03,central termoelectrica bocamina,coronel,commune,enel generacion chile s.a;municipalidad de coronel,empresa,municipalidad,recurso judicial,judicial,judicial::2019-05,H0004,central termoelectrica bocamina,False,,[],False
2626,2019-04-26,central termoelectrica bocamina,coronel,commune,"enel, central termoelectrica bocamina, vertedero de cenizas;municipalidad de coronel, organizaciones de coronel, comunidad cercana, trabajadores unidos contra el asbesto (tucas)",Institución estatal y comunidad,Empresa y proyecto,clausura municipal y denuncia previa,administrativo_general,administrativo_general::2019-04,H0004,central termoelectrica bocamina,False,,[],False
2641,2019-05-07,vertedero de cenizas de enel,coronel,locality,enel;municipalidad de coronel,municipio,empresa,recurso judicial,judicial,judicial::2019-05,H0004,vertedero de cenizas de enel,False,,[],False
2692,2025-10-06,bocamina ii,coronel,locality,central bocamina ii;enel generacion chile,empresa,infraestructura energética,desmantelamiento y demolicion de infraestructura,otro,otro::2025-10,H0004,bocamina ii,False,,[],False
2694,2025-10-07,complejo bocamina,coronel,locality,agrupacion de ninos y adultos con metales pesados en coronel;enel generacion chile,comunidad,empresa,preocupacion comunitaria,otro,otro::2025-10,H0004,complejo bocamina,False,,[],False
2699,2026-01-07,bocamina i,coronel,locality,boris chamorro (alcalde de coronel);enel generacion chile,autoridad local,empresa,declaracion publica,manifestacion_publica,manifestacion_publica::2026-01,H0004,bocamina i,False,,[],False
2700,2020-12-31,bocamina i,coronel,locality,enel;ministerio de energia,institucion estatal,empresa,cierre de central,otro,otro::2020-12,H0004,bocamina i,False,,[],False
2701,2026-01-06,bocamina i,coronel,locality,alcalde boris chamorro;enel generacion chile,autoridad local,empresa,cierre de proyecto,otro,otro::2026-01,H0004,bocamina i,False,,[],False
2703,2024-10-27,bocamina ii,coronel,locality,"enel generacion;vecinos de coronel, municipalidad de coronel, seremi de medio ambiente del biobio",Comunidad y autoridades locales,Empresa,proceso de desmantelamiento y evaluacion de infraestructura,otro,otro::2024-10,H0004,bocamina ii,False,,[],False
2704,2022-09-30,bocamina ii,coronel,locality,enel / bocamina ii;vecinos de coronel / alcalde de coronel,comunidad / autoridad local,empresa / proyecto,cierre de planta / descarbonizacion,otro,otro::2022-09,H0004,bocamina ii,False,,[],False
2705,2023-09-30,central bocamina ii,coronel,locality,enel generacia3n y ministerio de energaa;vecinos de coronel y municipalidad de coronel,Comunidad y Municipio,Empresa y Estado,preocupacia3n comunitaria y municipal,otro,otro::2023-09,H0004,central bocamina ii,False,,[],False
2706,2019-04-01,bocamina i,coronel,locality,comunidad de coronel y alcalde boris chamorro;termoelectrica bocamina i (enel),Comunidad y Municipio,Proyecto y Empresa,sancion judicial y denuncia,administrativo_sancionatorio,administrativo_sancionatorio::2019-04,H0004,bocamina i,False,,[],False
2709,2022-09-30,bocamina ii,coronel,commune,"comunidad de coronel, pescadores artesanales;enel, bocamina ii",Comunidad y pescadores artesanales,Empresa y proyecto,cierre de central y recuperacion de terreno,otro,otro::2022-09,H0004,bocamina ii,False,,[],False
2710,2024-05-10,central bocamina,coronel,locality,agrupacion ambientalista de coronel;enel,Organización social,Empresa,querella judicial,otro,otro::2024-05,H0004,central bocamina,False,,[],False
2711,2022-04-24,central termoelectrica bocamina,coronel,commune,empresas contratistas de la central a carbon bocamina;trabajadores de la central a carbon bocamina,trabajadores,empresa,toma y paralizacion,manifestacion_publica,manifestacion_publica::2022-04,H0004,central termoelectrica bocamina,False,,[],False
2713,2022-04-11,bocamina 2,coronel,commune,boris chamorro (alcalde de coronel);enel bocamina 2,autoridad local,empresa|proyecto,declaracion publica,manifestacion_publica,manifestacion_publica::2022-04,H0004,bocamina 2,False,,[],False
2715,2024-09-22,bocamina i,coronel,locality,"boris chamorro (alcalde de coronel);vertedero de cenizas, bocamina i",autoridad local,proyecto|empresa|institucion estatal,declaracion publica demanda,judicial,judicial::2024-09,H0004,bocamina i,False,,[],False
2717,2020-05-27,centrales bocamina i y ii,coronel,commune,centrales bocamina i y ii;enel,Empresa,Proyecto/Infraestructura,anuncio de cierre anticipado,otro,otro::2020-05,H0004,centrales bocamina i y ii,False,,[],False
2719,2020-05-27,bocamina i y ii,coronel,commune,enel generacion;termoelectricas bocamina i y ii,Empresa,Proyecto,cierre de proyecto,otro,otro::2020-05,H0004,bocamina i y ii,False,,[],False
2720,2018-12-19,centrales termoelectricas bocamina i y ii,coronel,commune,enel generacion chile s.a;superintendencia del medio ambiente (sma),Institución estatal,Empresa,formulacion de cargos,otro,otro::2018-12,H0004,centrales termoelectricas bocamina i y ii,False,,[],False
2724,2022-09-29,bocamina 2,coronel,locality,comision nacional de energia;enel generacion,institucion estatal,empresa,desconexion de central,otro,otro::2022-09,H0004,bocamina 2,False,,[],False
2725,2022-05-05,central bocamina ii,coronel,locality,comision nacional de energia (cne);enel generacion,Institución Estatal,Empresa,instruccion/resolucion administrativa,otro,otro::2022-05,H0004,central bocamina ii,False,,[],False
2726,2022-10-09,bocamina ii,coronel,commune,"enel, plan de descarbonizacion;vecinos y vecinas de coronel, organizaciones territoriales, comunitarias y socio-ambientales",Comunidades y organizaciones locales,Empresa y política pública,lucha social y comunitaria,otro,otro::2022-10,H0004,bocamina ii,False,,[],False
2728,2020-12-31,central bocamina,coronel,locality,enel generacion chile;plan nacional de descarbonizacion,Empresa,Estado de Chile|Plan Nacional de Descarbonización,cierre anticipado de central,otro,otro::2020-12,H0004,central bocamina,False,,[],False
2731,2020-12-28,bocamina i,coronel,locality,enel (bocamina i y ii);senador alejandro navarro y equipo,actor político/social,empresa/proyecto,presentacion de documento historico y acciones legales/protesta,manifestacion_publica,manifestacion_publica::2020-12,H0004,bocamina i,False,,[],False
2733,2022-05-10,bocamina 2,coronel,locality,ana araneda;bocamina 2 ministerio de energia,autoridad regional,proyecto|institucion estatal,reunion,otro,otro::2022-05,H0004,bocamina 2,False,,[],False
2736,2020-05-28,central bocamina,coronel,locality,central bocamina / plan de descarbonizacion nacional;enel generacion chile,Empresa,Proyecto / Política Pública,anuncio de cierre / descarbonizacion,otro,otro::2020-05,H0004,central bocamina,False,,[],False
2737,2020-12-30,bocamina i,coronel,commune,bocamina i;enel generacion chile,empresa,proyecto,cierre de central,otro,otro::2020-12,H0004,bocamina i,False,,[],False
2738,2018-10-19,central termoelectrica bocamina,coronel,locality,enel (ex endesa) / central termoelectrica bocamina;ministerio publico,Ministerio Público,Empresa,suspension condicional del procedimiento,otro,otro::2018-10,H0004,central termoelectrica bocamina,False,,[],False
2739,2022-09-30,central bocamina ii,coronel,commune,central bocamina ii;enel,empresa,proyecto,cierre de central,otro,otro::2022-09,H0004,central bocamina ii,False,,[],False
2740,2020-05-28,bocamina i y ii,coronel,commune,comision nacional de energia;enel generacion,empresa,institucion estatal,cierre anticipado,otro,otro::2020-05,H0004,bocamina i y ii,False,,[],False
2741,2019-05-01,bocamina i,coronel,locality,enel / central bocamina i;senador alejandro navarro y dirigentas sociales de coronel,político/comunidad,empresa/proyecto,declaracion publica/oposicion,manifestacion_publica,manifestacion_publica::2019-05,H0004,bocamina i,False,,[],False
2742,2020-12-31,central termoelectrica bocamina i,coronel,commune,central termoelectrica bocamina i (enel);movilizacion social de coronel,Comunidad/Organización social,Empresa/Proyecto,lucha socioambiental,otro,otro::2020-12,H0004,central termoelectrica bocamina i,False,,[],False
2743,2020-12-28,central termoelectrica bocamina 1,coronel,commune,agrupacion de familias portadores de metales pesados de coronel y sindicato de trabajadores de enel;enel gobierno regional,comunidad|sindicato,empresa|institucion estatal,reunion/solicitud,otro,otro::2020-12,H0004,central termoelectrica bocamina 1,False,,[],False
2744,2021-03-04,central bocamina ii,cerro obligado,locality,enel;familias que ocupan el terreno,Empresa,Comunidad / Familias,toma de terreno / ocupacion irregular,manifestacion_publica,manifestacion_publica::2021-03,H0004,central bocamina ii,False,,[],False
2745,2020-05-27,bocamina,coronel,locality,"chile sustentable, coronel despierta, coalicion chao carbon, recommon, sara larrain, gonzalo soto, ariel duran;enel bocamina",organizacion social|ONG|dirigente local,empresa|proyecto,declaracion publica,manifestacion_publica,manifestacion_publica::2020-05,H0004,bocamina,False,,[],False
2749,2020-12-30,bocamina 1,coronel,locality,bocamina 1;vecinos de coronel,comunidad,empresa/proyecto,cierre de proyecto,otro,otro::2020-12,H0004,bocamina 1,False,,[],False
2753,2018-08-14,bocamina,coronel,commune,enel (bocamina);fiscalia,institucion estatal,empresa,procedimiento judicial,otro,otro::2018-08,H0004,bocamina,False,,[],False
2756,2020-10-30,bocamina,coronel,commune,termoelectrica bocamina (enel generacion chile s.a.);trabajadores afectados y comunidad de coronel,Comunidad y trabajadores,Empresa y proyecto,investigacion judicial y denuncia,administrativo_general,administrativo_general::2020-10,H0004,bocamina,False,,[],False
2758,2021-01-06,bocamina i,coronel,locality,bocamina i / comision de medio ambiente / congreso;comunidad de coronel / dr. pedro neira / miriam espinoza,Comunidad / Organizacion Social,Proyecto / Empresa / Autoridad,denuncia / reclamo,administrativo_general,administrativo_general::2021-01,H0004,bocamina i,False,,[],False
2825,2020-12-18,bocamina,coronel,commune,bocamina;enel chile,empresa,proyecto,cierre de proyecto,otro,otro::2020-12,H0004,bocamina,False,,[],False
2830,2022-10-06,bocamina ii,coronel,commune,bocamina ii;enel chile,empresa,proyecto,cierre de central,otro,otro::2022-10,H0004,bocamina ii,False,,[],False
2832,2020-06-04,central bocamina,coronel,commune,comision nacional de energia (cne);enel generacion chile,Empresa,Institución estatal,cierre de central,otro,otro::2020-06,H0004,central bocamina,False,,[],False
2833,2022-09-29,central termoelectrica bocamina,coronel,commune,enel generacion;municipio de coronel,municipio,empresa,acuerdo,acuerdo_contractual,acuerdo_contractual::2022-09,H0004,central termoelectrica bocamina,False,,[],False
2835,2020-05-29,bocamina i y ii,coronel,locality,"enel (bocamina i y ii);vecinos de coronel, chile sustentable, chao carbon, colegio medico",Comunidad / Organizaciones,Empresa / Proyecto,cierre de planta / descarbonizacion,otro,otro::2020-05,H0004,bocamina i y ii,False,,[],False
2838,2022-09-21,bocamina ii,coronel,commune,comision nacional de energia (cne);enel chile,institución estatal,empresa,cierre/desconexion,otro,otro::2022-09,H0004,bocamina ii,False,,[],False
2844,2020-07-06,bocamina i,coronel,locality,comision nacional de energia (cne);enel generacion chile s.a,Empresa,Institución estatal,autorizacion de cese de operaciones,administrativo_autorizatorio,administrativo_autorizatorio::2020-07,H0004,bocamina i,False,,[],False
2847,2020-07-06,central termoelectrica bocamina i,bocamina,thermoelectric,comision nacional de energia (cne);enel generacion chile,Empresa,Institución estatal,autorizacion administrativa para cierre anticipado,administrativo_autorizatorio,administrativo_autorizatorio::2020-07,H0004,central termoelectrica bocamina i,False,,[],False
2851,2020-02-19,bocamina,bocamina,thermoelectric,enel;grupos de personas,empresa,manifestantes,recurso judicial,judicial,judicial::2020-02,H0004,bocamina,False,,[],False
3318,2021-02-20,central termoelectrica coronel,coronel,locality,colbun;vecinos de coronel / alcalde de coronel,Organización comunitaria / Autoridad local,Empresa,formulacion de cargos / denuncia,administrativo_general,administrativo_general::2021-02,H0004,central termoelectrica coronel,False,,[],False
3330,2016-01-05,bocamina i y ii,coronel,locality,pescadores artesanales de coronel;termoelectrica bocamina i y ii,comunidad,empresa / proyecto,toma de infraestructura / protesta,manifestacion_publica,manifestacion_publica::2016-01,H0004,bocamina i y ii,False,,[],False
5155,2025-10-11,bocamina i,coronel,commune,alejandro navarro;sebastian pinera,senador,presidente,declaracion publica con exigencia,manifestacion_publica,manifestacion_publica::2025-10,H0004,bocamina i,False,,[],False
872,2024-08-13,central termoelectrica bocamina,coronel,commune,"corpmaule, poblacion de coronel;enel, vertedero de cenizas bocamina",Organización social y comunidad,Empresa y proyecto,denuncia y oposicion social,administrativo_general,administrativo_general::2024-08,H0004,central termoelectrica bocamina,False,,[],False
902,2022-09-30,central bocamina ii,coronel,commune,estado de chile;municipalidad de coronel,municipio,estado,reclamacion formal,administrativo_general,administrativo_general::2022-09,H0004,central bocamina ii,False,,[],False
903,2019-01-04,central termoelectrica bocamina,coronel,commune,"endesa/enel;vecinos de coronel, 25 organizaciones de pesca artesanal","comunidad/vecinos, organización territorial, pescadores artesanales",empresa,"multa ambiental, acuerdo con indemnizacion, relocalizacion forzada, presion social, cierre anticipado por conflicto",administrativo_sancionatorio,administrativo_sancionatorio::2019-01,H0004,central termoelectrica bocamina,False,,[],False
915,2019-04-26,vertedero de cenizas de bocamina,coronel,commune,enel;municipio de coronel,municipio,empresa,clausura administrativa,otro,otro::2019-04,H0004,vertedero de cenizas de bocamina,False,,[],False
925,2022-04-21,bocamina ii,coronel,commune,enel generacion;organizaciones vecinales de coronel,organización territorial,empresa,protesta,manifestacion_publica,manifestacion_publica::2022-04,H0004,bocamina ii,False,,[],False
949,2018-12-13,vertedero de cenizas de bocamina 1,coronel,commune,"enel;trabajadores unidos contra el asbesto (tucas), juntas de vecinos, uniones comunales, concejales y alcalde de coronel",organización comunitaria,empresa,denuncia,administrativo_general,administrativo_general::2018-12,H0004,vertedero de cenizas de bocamina 1,False,,[],False
950,2020-12-29,bocamina 1,coronel,commune,enel;senador alejandro navarro y juana hernandez (lider comunitaria),senador y comunidad afectada,empresa multinacional,denuncia internacional,administrativo_general,administrativo_general::2020-12,H0004,bocamina 1,False,,[],False
951,2022-04-14,central bocamina ii,coronel,commune,enel;trabajadores subcontratados,trabajadores,empresa,protesta,manifestacion_publica,manifestacion_publica::2022-04,H0004,central bocamina ii,False,,[],False
952,2020-12-31,central termoelectrica bocamina i,coronel,commune,comunidad de coronel;enel generacion chile,comunidad,empresa,cierre por presion social,otro,otro::2020-12,H0004,central termoelectrica bocamina i,False,,[],False
961,2020-04-02,central termoelectrica santa maria,coronel,commune,colbun;tribunal ambiental de valdivia,tribunal ambiental,empresa,sancion impuesta por tribunal,administrativo_sancionatorio,administrativo_sancionatorio::2020-04,H0004,central termoelectrica santa maria,False,,[],False
962,2022-05-05,termoelectrica bocamina 2,coronel,commune,enel generacion;municipalidad de coronel,municipio,empresa,reclamacion formal,administrativo_general,administrativo_general::2022-05,H0004,termoelectrica bocamina 2,False,,[],False
968,2018-11-28,central termoelectrica bocamina i y ii,coronel,commune,central termoelectrica bocamina i y ii;municipalidad de coronel,municipio,empresa,reclamacion formal,administrativo_general,administrativo_general::2018-11,H0004,central termoelectrica bocamina i y ii,False,,[],False
11348,2019-01-25,proyecto hidroelectrico alto maipo,san jose de maipo,locality,"concejala de san jose de maipo, maite birke;superintendencia del medio ambiente (sma)",autoridad,autoridad,reclamacion,administrativo_general,administrativo_general::2019-01,H0005,proyecto hidroelectrico alto maipo,False,,[],False
11354,2021-03-05,alto maipo,alto maipo,hydroelectric,reclamantes no especificados;superintendencia del medio ambiente (sma),comunidad u organización,autoridad ambiental,reclamaciones judiciales,administrativo_general,administrativo_general::2021-03,H0005,alto maipo,False,,[],False
11355,2023-07-11,proyecto hidroelectrico alto maipo,san jose de maipo,commune,alto maipo spa;defensoria popular de las comunidades,ONG,empresa,recurso de proteccion,judicial,judicial::2023-07,H0005,proyecto hidroelectrico alto maipo,False,proyecto hidroelectrico alto maipo (pham),"[{""via_doc"": ""6398"", ""w"": 0.8063, ""proyecto"": ""proyecto hidroelectrico alto maipo (pham)"", ""organizacion_compartida"": [""alto maipo spa""]}]",True
11358,2017-01-20,alto maipo,cordillera de la region metropolitana,coastal_area,aes gener;agua y soberania,ONG,empresa,manifestacion,manifestacion_publica,manifestacion_publica::2017-01,H0005,alto maipo,False,,[],False
1163,2021-11-23,alto maipo,monumento natural el morado,protected_area,aes andes;red metropolitana no alto maipo,ONG / red ciudadana,empresa,recurso de casacion,judicial,judicial::2021-11,H0005,alto maipo,False,,[],False
